|Day eight  
me in woods countin days

day 8 no care still stron

Still IN|,unknown
Still in.,unknown
|Still in, although I had some urges yesterday today should be better|,unknown
Still in,unknown
I'm OUT,unknown
Still in,unknown
Still in,unknown
STILL IN.,unknown
The testosterone boost this day was rough but I controlled it better then last year thankfully but I’m still this war OOORAH,unknown
Still in,unknown
Still IN,unknown
Still in!,unknown
 Still in,unknown
STILL IN! Good luck and Godspeed Cumrades!,unknown
|Day 8, still in|,unknown
|First roll call, day eight, still in|,unknown
|almost failed yday, looked at some sauce and precum came out  
still in|,unknown
Still IN,unknown
Still IN,unknown
Still in,unknown
Still in on day 8,unknown
Still in! We've got this soldiers!,unknown
|Still IN! I had a terrifying nightmare and I was wondering what was going on. I felt some inflammation on my member, so I looked things up. I tried putting on different pants than the one pair I was wearing at the time. It was still a scary experience|,unknown
Still In. Another day another depression.,unknown
Still IN,unknown
|Energy flows like a river

To the brain state it deliver

Nut is the thing that you can't

For this month power was meant

STILL IN! DAY 8|,unknown
|im out 

sadly 

I'm out t year 

I must pass|,unknown
still in,unknown
Still in,unknown
Les gooooo,unknown
|It's day eight

The voices are getting quiet

And I feel like I should riot.  


Still in.|,unknown
Still in,unknown
Still in,unknown
Still in,unknown
Still In,unknown
Still in boys.,unknown
Still in,unknown
Still IN,unknown
Still in,unknown
I got real close today but I'm still IN!,unknown
I am making it but the urges are getting more present,unknown
Still In,unknown
STILL IN this is going too easy,unknown
still IN,unknown
Still IN!,unknown
still in!,unknown
Still IN,unknown
in!,unknown
Still IN o7,unknown
Still IN,unknown
Still In,unknown
|I come baring the sad news that I am officially out of this year, I’m sorry I have failed you all but I shall go as long as I can without nutting this month, apologies, but I’m OUT

o7 don’t edge brothers, it’s not worth it|,unknown
Still In!,unknown
|Still in, this day was pretty easy.|,unknown
|Still in

o7|,unknown
|Still in, it seems we lost around 500 tho|,unknown
Still IN,unknown
still in,unknown
I'm out. I'm sorry brothers I have fallen,unknown
Still IN,unknown
I'm still in,unknown
still in,unknown
Still In,unknown
STILL IN! Let’s go!!,unknown
|Still in, I am|,unknown
Yo,unknown
Still IN stay strong soldiers o7,unknown
STILL IN,unknown
Still in,unknown
Still IN,unknown
still IN,unknown
Still in,unknown
STILL IN,unknown
Still in!,unknown
sTILL IN,unknown
Still In,unknown
still in,unknown
|The first day of the second week
I somehow survived the first week
I think I can survive the second
Still IN|,unknown
Still in,unknown
Still In,unknown
Still in!,unknown
Still Innn,unknown
Still IN,unknown
Still in !,unknown
Still IN,unknown
I’m OUT,unknown
STILL IN,unknown
STILL IN BOYS,unknown
|Still in, doing well. Ofc very frisky but got enough on my mind to enjoy. I put aside other aspirations to just be proud of this right now, but it must be said trusting in my own sense of pride has had me working to clean up other areas|,unknown
Still in,unknown
STILL IN BOYS,unknown
Still in 🗿,unknown
Still in!,unknown
Still IN,unknown
S t i l l  i n,unknown
Still in!,unknown
STILL IN,unknown
|I had a dream I failed NNN ...

Bit I'm STILL IN let's goooo|,unknown
Still in,unknown
Still IN,unknown
