Still in,y
Still in,y
|still in, everyone's got this in the bag.|,y
still in,y
Still in,y
18 down 12 to go (still in),y
Still in,y
STILL IN!,y
Still In.,y
Still IN,y
still in,y
Still in,y
Still in,y
|Mah dick is hard 

Mah life is hard

Mah assignments ar hard

But it cant be harder than a life with no discipline

IM STILL FUKING IN!!!|,y
STILL INNNN,y
|still in, reporting for duty o7|,y
still in,y
|friday, November 18th.

STILL IN.|,y
Still IN,y
Still in!!!!,y
Still in,y
|We have gone from over 11000 comments on first role call to just over 2000, stay strong soldiers

Still in|,y
Still im,y
Still in !,y
Still in,y
Still in,y
still in,y
Still IN,y
Im Still In,y
Still IN. 18/30. o7,y
I'm out unfortunately sadface.jpeg,n
Still IN!,y
Still IN,y
|Today has been rough

Everyone should have a lock

T'is only for the tough

A man lost by sucking his own cock

Still in brothers!|,y
Still in,y
Still In (pain cuz balls hurt),y
still IN,y
|Still in, 12 days left|,y
Still IN,y
|My PP has been hard on me lately, but I am not going to lose to him.
Still IN|,y
Still in,y
Still in.,y
still in,y
Still in,y
i’m OUT. stay strong cumrades! o7,n
Still in,y
Still IN this is easy,y
Still IN,y
Still in,y
Still in!,y
Still in,y
Still IN,y
|Still in.

Alot easier now with pokemon being releassed|,y
Still in,y
Still in!,y
Still in,y
Still in. So far so good. I think it's because I am playing relatively cautiously. No porn and erotic content for the whole of November so far. Strange feeling.,y
Still in,y
Still in cumrades!,y
Still IN,y
Still IN,y
Still In,y
Still in,y
I am still in boys,y
Still in,y
still in,y
Still in!,y
Still In!!,y
still in,y
Still in,y
Still in,y
Still in,y
|Still IN. After getting through my birthday, the hardest urges of the month have all past. The rest of thr road should be (knock on wood) easy.|,y
Still here boys,y
Still in!,y
Still in!,y
Still in o7,y
Still IN,y
Still in,y
Still in!,y
|Still going strong, had a little bit of wet dream but these happen once in some days so I can't really do anything. I'm a bit pissed that I won't be having a 30-day load and it will only be a 12- day load (if I don't have any wet dreams until the end of the month).|,y
still in,y
Today was tough. I have a fever and all I wanted to do was sleep. Still in,y
Still in,y
Still IN!,y
Still in,y
|still in! last year I lost on day 15, so hell yeah. glad I'm still goin|,y
Still IN,y
Still IN!!,y
Still In,y
Still IN,y
Still IN,y
|I can't believe we're nearly single digits but it is getting genuinely hard with stress and it is getting really hard sometimes to think about something but masturbating. Still though, the thought of doing it again on December first is too good.
Still in.|,y
Still IN,y
still in,y
Still in,y
|Still in

o7|,y
I’m almost there I Gotta hold it in,y
Still IN!,y
Still IN,y
