|STILL IN
I really need to go to bed right now|,y
Still in!,y
Still IN,y
STILL IN,y
Still in,y
Still in,y
Still IN,y
Still in,y
Still in,y
Still in o7,y
Still In!,y
Still In !,y
still in,y
|Imagine having a girlfriend that understands, not having to worry about edging because I know i'll get put on the floor by her (on my orders), not being allowed to fail. Could be me.

(Still In) 

Maybe I'm starting to regret doing Kung fu, Jiu Jitsu, and Muay Thai with her, she's way better. Lol.|,y
Still IN,y
Still in,y
|im pretty sure i missed number 4, oh well.  
love: still in|,y
Still in,y
Still in,y
Still in,y
|i forgor to do this

still in|,y
Still In,y
|Still IN, not sure if I commented on yesterdays rollcall but it doesn't matter. Onwards we push|,y
Still in,y
Still IN,y
Still in,y
Still in!,y
Still in!,y
Still in,y
Still in!,y
Still IN,y
Still in,y
|still in, no urges today all clear|,y
in,y
Still IN,y
Still in,y
Still in,y
STILL IN,y
Still in,y
still in,y
still in,y
Still IN,y
Still in,y
Still IN!,y
Still in,y
Still IN,y
STILL IN and i started like 3 weeks before November,y
STILL IN,y
Still IN,y
Still IN,y
|Another day... Another Win!

Stay Strong Cumrades!

Still in Baby!!|,y
Still in! Please tell me it gets easier.,y
I’m still in. Let’s do this,y
|Brothers, the weekend is upon us. Please stay true to yourself and know that the mind is more powerful than the body.

As we descend into our darkest hours yet, remember why you are here.

STILL IN!|,y
Here but struggling a lot,y
|Still in  


  


  


  
My balls hurt|,y
Still in,y
|Hello guys, how do i get a still in flair?|,y
Still in,y
Still in,y
Still in bois,y
Still in!,y
|still in, 1/6 of NNN ok|,y
still in,y
Still in.,y
Still in O7,y
Still In!,y
Still IN,y
Regretfully I'm OUT,n
Still IN,y
Still in,y
In,y
Still In,y
Still IN,y
Still in,y
Still in,y
|Here’s to day 5 

I’m going to thrive 

Adhuc Stans. Still in|,y
|Still in, and still waiting for my badge|,y
Still in,y
Still in :D,y
Still in,y
Still in!,y
|Day five

Ah ah ah ah
Staying alive staying alive

Still IN!|,y
STILL IN LIKE THE THIEF IN MY HOUSE,y
Still IN,y
Still in. Let's all stay strong lads.,y
Still in,y
still in,y
Still in,y
|I'm out day 5, I wasn't planning on a particularily high score this year due to exams being very very important and stressful this year so I didn't want it to get in the way. I believe next year will be different tho :)|,n
Still in,y
Still In!,y
|Day 5 is live!  
Still in over here!  
You got this everyone! Have no fear!|,y
Still in boys,y
in,y
|Still in. I almost lost once, but I remembered I would fail y'all if I got out. STAY STRONG .|,y
Day 5 John Basket is still in.  The weird dreams have started…,y
|Still in and farther then last year, hopefully gonna make it all the way this time|,y
Still in,y
Still in and going strong,y
