Still in,unknown
|Still in, I got this|,unknown
Still in,unknown
Still IN,unknown
 Still IN! I dont even touch my other account.,unknown
Still in,unknown
Still in,unknown
Still In,unknown
Still in,unknown
Still in,unknown
Im still in,unknown
|My wife was in vacation until yesterday. We made a bet before: if I win NNN I get a whole free weekend with cooking for me, trips wherever I want etc. If she wins, she’s the lucky one. She came back, looking hot af and instantly tricked me into cowgirl position (she’s bigger than me and is able to not let me out of this position as I found out at this point). The result: my wife came, I didn’t! STILL IN!!!|,unknown
|Still in, its weekend, challenge begins|,unknown
still in🙈,unknown
In✌️,unknown
still in,unknown
|Sorry late comment but Still IN!
Almost went on EDGE dreaming about nsfw stuff but GLAD i survive|,unknown
Still in!,unknown
Still in,unknown
Still in,unknown
Still in,unknown
Still In!!,unknown
still in,unknown
We in,unknown
Still in,unknown
Still in,unknown
Still IN!,unknown
still here,unknown
still in,unknown
Still innnn,unknown
 Still IN,unknown
Still In and goin strong,unknown
|Still in, no urges for a while here|,unknown
|Day three is no more

Four knocks on the door

Every day we crawl ahead

Over the bodies of those dead


The edge causes many to slip

So I urge you to get a grip 

For our mission is beyond just the nut

Rather, to close the door of addiction shut.


Still In!|,unknown
still in,unknown
|Still in....

My first urge is on since ive been no fap since 6am 30th october|,unknown
|I’m still in, god I wish I could nut this is so cooked|,unknown
Still in,unknown
Ok I’m starting to get frustrated now,unknown
Still In!,unknown
|STILL IN

LETS GOOO|,unknown
Still IN baybee,unknown
|awww FUCK! still in, just jerked off without nutting though... wish i had better discipline. i will persevere|,unknown
STILL IN,unknown
Still in but starting to get pretty bad urges and doubts about doing this challenge in the first place,unknown
|STILL IN, MY DUDES!!!!|,unknown
Still IN,unknown
Still in,unknown
|Still IN. Noticing small urges, but never acting on them. STAY STRONG BROTHERS|,unknown
Still in. Going just fine.(just kidding I want to die),unknown
STILL IN ‼️,unknown
Still in.,unknown
Still in 👍,unknown
I’m still in but the voices are starting to get louder😥,unknown
Bussin but we ain’t nuttin STILL IN,unknown
Still in,unknown
|Let’s go babyyyy, day four!|,unknown
|Still in  
I nutn't|,unknown
Still IN,unknown
I ain't gone lie. Usually I'm pretty chill the first week but some shit got me wanting to act up 😂😂 I'm still in but I'm getting them H sweats,unknown
Still in,unknown
Still IN,unknown
|DONT EDGE DONT EDGE DONT EDGE DONT EDGE DONT EDGE DONT EDGE DONT EDGE DONT EDGE DONT EDGE DONT EDGE DONT EDGE DONT EDGE DONT EDGE DONT EDGE DONT EDGE DONT EDGE DONT EDGE DONT EDGE DONT EDGE DONT EDGE DONT EDGE DONT EDGE DONT EDGE DONT EDGE DONT EDGE DONT EDGE DONT EDGE DONT EDGE DONT EDGE DONT EDGE DONT EDGE DONT EDGE DONT EDGE DONT EDGE DONT EDGE DONT EDGE

IM OUT|,unknown
|I’ve taken part in all the roll calls so far, I’m not sure why I haven’t got a ‘Still IN’ flair|,unknown
Still IN,unknown
Still in,unknown
Still In!,unknown
Parzivalk here!!! Still in !,unknown
Still in,unknown
Still In,unknown
still in lads,unknown
Still in!,unknown
Still in,unknown
still in,unknown
Still IN,unknown
Still in!,unknown
Still in!,unknown
Still in!,unknown
|Still In, yet feeling very depressed.|,unknown
I'm OUT,unknown
Still in,unknown
Still in,unknown
|Still in, Day 4!!!!!!!!!!!|,unknown
Still in!,unknown
Still IN,unknown
I’m In,unknown
|Day 4, still here. Let’s fucking go!|,unknown
still in,unknown
Still in and ready o7,unknown
Still IN o7,unknown
I'm out due to 2 hours edge,unknown
still in,unknown
Still in!,unknown
Still in unfortunately,unknown
STILL IN,unknown
|Still in ,planning to unlock nirvana|,unknown
Still in,unknown
Still IN,unknown
Still in surprisingly,unknown
Still in,unknown
