Still in,y
I'm still here. How's your day?,y
Alive,y
|Wet dream and I'm out!  


C'est la vie.|,n
Still In,y
Day 9 still in o7,y
Still in,y
Still here by the skin of my fuckin teeth lads. But still fuckin here nonetheless.,y
Still in,y
|To tired this morning,, Still in though.|,y
In 2 minutes I will start Day 10,y
Still in o7,y
Still in,y
still in,y
Still IM,y
still in!,y
STILL IN!,y
still in,y
I think I forgor💀 to call yesterday but im still in,y
|Still in, just listened to a motivational poem to keep me going, here’s the link if anyone else wants motivation [https://youtu.be/Rx9k0avl2Vc](https://youtu.be/Rx9k0avl2Vc) going for the Big Nut!!!|,y
Still in,y
Out NOV 9th,n
Still in,y
STILL IN,y
Still in,y
Still In,y
STILL IN,y
|Pleasure? I do not know of such earthly desires, for I am at one with the universe. I feel it, the power, its flowing through every fiber of my being. Im gonna do it, IM DOING IT, IM FLYIN....

yeah ok maybe not, BUT STILL IN THO|,y
Still IN,y
Still in,y
I’m out my fellow soldiers until next time 🫡. Stay strong for me.,n
|Still IN! Had a few moments here and there where I felt horny af, but managed to control it pretty easily. 21 days to go!|,y
Still IN,y
Still in ...o7,y
|Day 9, and I'm alive.|,y
Still in!,y
Still in,y
Still IN,y
Still in,y
STILL IN,y
|STILL IN, at 30 years old it pretty crazy how much energy you still gain back in 9 days no nutting.|,y
I’m in.,y
Still IN,y
Still in,y
Still in,y
Still IN! We can get through this together everyone!,y
Still IN,y
Still IN,y
Still IN,y
Still in!,y
|I will get that double diamond no matter the cost, STILL IN -Lite o7|,y
In,y
Still IN,y
Still in!,y
Still in,y
|Keep going, brothers and sisters, we will not fall, we will not fail. Still in!|,y
Still IN,y
STILL IN.,y
Still IN,y
still in,y
Still in bros,y
Still in,y
Still in,y
Hi,y
Still IN,y
STILL IN!!! (also i forgot to comment on the roll call of 8th november sorry).,y
Still In,y
|I’m depressed out of my ass, but I’m still in|,y
|Out :(   


BUT!   


Made it further than I did last time, and I think I will honestly continue going this month, because if we give up after failing, then that is truly the biggest failure.|,n
Still in!,y
Still IN,y
Still in.,y
Still in,y
STILL IN,y
still in,y
Still in o7,y
Still in O7,y
I am LATE but it is GREAT to say STILL IN!,y
Still IN,y
Still in!,y
Still IN!,y
Still IN,y
Still IN!,y
Still in,y
Still IN!,y
Scp-████ is a ██████████████████████████████████████████████████████████████████████████████████████ foundation staff ████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████ D-3819 ██████████████████████████████████████████████████████████████████████████████████████ among us ████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████ genitals were obliterated ██████████████████████████████████████████████████████████████████████████████████████,unknown
Gone,y
|For two novembers, I traveled into deep waters and drowned, it did my pride a lot of harm

Two NNNs have I failed, but the saying goes, a third times a charm.

For I learned how to swim in these deep waters, and keep my body in control

For verily I say to you, My cumrades, the Diamond Nonutter will be our role. 

Still In!|,y
|**Day 9: STILL IN!!** Heard the new of our executioner is gone, rip big fella! :(

![gif](giphy||5xtx2DmZKHZZq4Wrli)

Ask yourself why are you doing this? Read the posts and comments in this sub, everyone is here for different reasons - for fighting against addictions to porn or masturbation, for the memes, for the test of your willpower, and even for fun. Let them fuel your unwavering willpower to pass this insurmountable challenge! Prove to yourself that you're capable of self control and self discipline!! Godspeed, cumrades! o7|,y
Still IN,y
Still in,y
Still in,y
|Staying strong cumrades
Still In|,y
Still in,y
Still IN but strugglin,y
|Still in, I guess, idk, life is miserable|,y
Still In,y
Still on,y
Still in o7,y
I've waited the whole year for this moment. I CAN DO IT! STILL IN!,y
