Still IN,unknown
In the last half now brothers Still In,unknown
Still in,unknown
still in,unknown
Still IB,unknown
Still IN,unknown
Still IN,unknown
Still in,unknown
Still IN!,unknown
Still in o7 more than half way there,unknown
Day 16: Without any warning the grueling crusade has now been going on for 15 days. We continue to lose brothers with each passing day while we are left to carry on. I will admit that there's been some days when the corruption would almost overwhelm me but remembering the cause and our fallen brothers fills me with energy to push through it all..,unknown
Still IN!,unknown
|back in 2020 nnn. I was lost at day 16. but last year i have pass this day.

as well as today!

Still in|,unknown
Still in. o7,unknown
Still in,unknown
|Day 16. Still In. As a wet dream struck me, the snow fell for the first time since spring|,unknown
Still IN,unknown
Still in !,unknown
|i have survived last year's blight, and this will be no different. still in|,unknown
Still in,unknown
Still in o7,unknown
Still in again,unknown
still in,unknown
Still in,unknown
Still IN,unknown
Still in,unknown
|Really tired today.
Thought I had a bladder problem last night too
I'm all good though and still in
O7|,unknown
still in,unknown
Still IN,unknown
still in,unknown
still in,unknown
Still in,unknown
still IN!,unknown
Still IN,unknown
Still IN,unknown
|I'm terrible at haikus

But I hope to get this one through.

Still in fool!|,unknown
Still in!,unknown
Still IN (Just in case I forgot),unknown
Still in. And the calendar finally got updated.,unknown
I have officially beaten my record. Still IN.,unknown
Still in,unknown
Still in,unknown
Still in.,unknown
Still in,unknown
still in,unknown
Still in,unknown
|Still in 

Whooho I cannot believe myself|,unknown
Still in,unknown
Still IN!,unknown
Still in,unknown
STILL IN BOIS. 💪🏼😎,unknown
Lesss gooo,unknown
Still IN!,unknown
Still in,unknown
Still in,unknown
Still IN,unknown
Still IN,unknown
Still in,unknown
Still in!,unknown
Still IN,unknown
Still in,unknown
Still in but it was very hard for the last few hours. I don't know if I can take it anymore,unknown
Still IN!,unknown
Still IN !,unknown
I'm still innn,unknown
Still IN,unknown
Still IN,unknown
|Still in, I'm gaining superpowers|,unknown
Still in,unknown
|Still in cumrades!  Got really horny yesterday but managed to survive & keep pressing forward till December!  If my down abysmal ass can do it, so can you! Good luck! O7

Also still waiting on the 4x Diamond flair.|,unknown
Still in,unknown
Still in,unknown
Still IN,unknown
STILL IN,unknown
|Entering the harder half of the month, FUCK. Still in.|,unknown
still in,unknown
Still in and going strong,unknown
Still IN,unknown
|Uuurrgghhhh
Still in|,unknown
Still in,unknown
Still IN!,unknown
Going strong still,unknown
Still in,unknown
Still in,unknown
Still IN,unknown
Still in,unknown
Still in,unknown
Still IN,unknown
Still in,unknown
Still in o7,unknown
Still in,unknown
|Still IN

I hate my classmates and having to spend time with people who refuse to listen to criticism of any sort.|,unknown
Still IN,unknown
Still in,unknown
Still IN!,unknown
Still IN!,unknown
still in,unknown
Still in,unknown
|Over halfway there! Stay strong, Cumrades! Continue to fight, and we shall prevail!

Still IN|,unknown
Still IN,unknown
