Still IN sir! o7,unknown
Still in,unknown
Still IN,unknown
|Still in, keep going.|,unknown
Still in!!! Fightingggg,unknown
Still in,unknown
Still in,unknown
Still In,unknown
Still IN,unknown
Still IN,unknown
Still in,unknown
Still In,unknown
Still in,unknown
Still in,unknown
|STOP EDGING FOR F SAKE

Still in|,unknown
Still in,unknown
|Still IN, am I stronger than the urges?|,unknown
Still IN. Let's Rock!,unknown
Comment 3/7,unknown
Still in,unknown
Lost😔,unknown
Still in! Lets gooo,unknown
Still in,unknown
still IN,unknown
Still in,unknown
Still in!,unknown
Still in,unknown
Still In o7,unknown
|I’m OUT!
God speed to all you cumrades! O7|,unknown
still in,unknown
|Still in. So far, it has been strangely easy. I shouldn't lower my defenses though.

Playing videogames and listening to music have kept me pretty distracted. Currently replaying Assassin's Creed 3 and Final Fantasy Type-0, and I'm collecting any missing seeds and purple coins in Mario Wonder.

I also decided to add 10 push-ups and 15 abs to my 20-30min daily exercise. My exercise always consists of taking a walk or riding my bike..

I know 10 and 15 doesn't sound like much, but before starting the "challenge" I couldn't even do 3 push-ups.
I'm happy to report that as of day 5, I can actually do 12 push-ups and 20 abs. Crazy to see progress already, it's weirdly motivating. I'll see how much I can do by the end of November.|,unknown
Still IN,unknown
Still IN,unknown
STILL IN!,unknown
STILL IN AND NOT GIVING UP,unknown
Still IN,unknown
Still IN,unknown
Still in,unknown
Still in,unknown
Still In,unknown
I'm still in 😎,unknown
STILL IN,unknown
Still in,unknown
still in,unknown
 Still IN,unknown
Still IN,unknown
Still in!,unknown
Still IN!,unknown
Still in!,unknown
Yesterday was painful. I looked for support in my no-nut buddies but found out they all lost. I almost gave up too. Don't know if I can go on without them. Still in though!,unknown
Still IN,unknown
Still in.,unknown
Still IN,unknown
|Still IN!

o7|,unknown
Still in!!,unknown
|Still IN. Don't edge guys, it's bad for your health.|,unknown
Still in!,unknown
Still IN,unknown
Still In,unknown
Still IN,unknown
Still in,unknown
Still In!  And I have broken my previous record,unknown
Still in 🫡,unknown
Still In,unknown
Aye sir!,unknown
Still In,unknown
Still in,unknown
Almost a week,unknown
Still in!,unknown
|Day six

On we stand

Not a dick in hand

Time ticks on

Cruel it feels

Unbeaten we feel

Monsters we will kill 

Still In|,unknown
Still IN,unknown
Still IN and I'm way too sleep deprived to do ANYTHING,unknown
Still in,unknown
|Still IN.

Easy.|,unknown
Still in,unknown
Still IN,unknown
|Still in.
Getting a little harder with time
(Pun intended)|,unknown
6 days in and with no serious or long lasting urges. This is my easiest no nut yet,unknown
Still IN,unknown
Still IN,unknown
Still In and already got the daily doodle out!!,unknown
Still in,unknown
Still in 🫡,unknown
Still in!,unknown
STILL IN,unknown
Still IN,unknown
Day 6 Still IN,unknown
Still In !!!!!!,unknown
Still IN! Longest streak I’ve had :),unknown
|still in,|,unknown
still in,unknown
Still IN ! Never surrender !,unknown
|I survived the weeken'

The world seems so much sweeter

cause I've spent 6 days not beatin'

Still in, leader!|,unknown
still in,unknown
Still IN,unknown
Still in,unknown
I’m OUT,unknown
Still IN,unknown
|Im getting better,stronger,not faster and not harder.im still in and i refuse to go down nothing and noone will stop me from succeeding|,unknown
still in,unknown
