 Still IN,unknown
Still IN,unknown
Still IN,unknown
Still in!,unknown
|I want to lie to myself. I can’t. Even though i’m out, i’ll still keep going. Ggs boys, see you next time 🫡|,unknown
Still in but Idk guys every time I feel horny I remind myself that my cumrades need me but yesterday I went to r/shittymobliegameads and if you didn't know it is notorious for posting porn/almost porn I didn't edge or anything but it felt wrong and I knew it. I also know that my brain is starting to work to my down fall as it did on day 3  now I am questioning why am I torturing myself. My resistance is crumbling.,unknown
Still in,unknown
|My brothers, I’m afraid that I have failed. 

Although I thought this November was going to be a breeze due to me having no urges whatsoever like last November where I lasted 13 days and had urges everyday, I was showering and then just out of nowhere my hand just decides to start edging. I am beyond disappointed in myself due to the fact that I could not last 15 seconds edging. When the nut came it wasn’t even a big one, it was a simple small one I wasn’t even hard when it happened. I pass this message to all my brothers who are still going: Do not edge, do not look at you’re dick and just simply don’t do anything that you think will make you nut. Although I have proven myself to be too weak for this challenge for 2 years, I promise you this: I WomenSlayer21, (16) (Male) shredder of the guitar, and Slayer of Women will not fail next year. Next year the nut will not crack. Next year the nut will stay intact.
This is WomenSlayer21 signing off see you next year brothers.

Note: I will listen to The Pretender, Best of You, All My Life by foo fighters and seven nation army by the white stripes to feel better and if you are on the verge of nutting or resisting the urge , then I recommend you listen to those 4 songs.|,unknown
In,unknown
|Day See... si. . . Six  
Send nu... no... help D:|,unknown
Still IN!,unknown
In,unknown
Still in,unknown
still in!,unknown
|I’ve officially failed, like a fucking bitch. Nothing about it was worth it, not an ounce of dopamine. I strongly suggest from the bottom of my heart that every man and woman pull through like it’s life or death. I’m depressed, regretful, and my day is pretty much ruined before it began. I’m gonna continue trying to quit porn but I think everyone should know I failed|,unknown
Still in!,unknown
Still in,unknown
|Still IN

I have to say, though, the days feel long and monotonous. And not just because of NNN, mind you.|,unknown
Still IN,unknown
Still in,unknown
Still in. Two options: Revolution or failure.,unknown
Still IN,unknown
 Still IN,unknown
Still IN,unknown
Still In!,unknown
|still in, were almost to bronze comrades o7|,unknown
Still IN,unknown
Still IN,unknown
Still in! :D,unknown
|Still here yo

I have officially survived the first weekend! It's been ramping up in difficulty, but I'm still holding strong|,unknown
|fellas, i am still in. this is easy i haven't nutted once. i'm doing it for the bit.|,unknown
Still in,unknown
Still in😮‍💨,unknown
|still in

o7|,unknown
Still IN,unknown
still in!,unknown
Still in,unknown
Still in🔥,unknown
Still IN,unknown
Still in,unknown
Still in o7,unknown
|its day 6 and i dont need my daily fix  
still in|,unknown
|Still IN
Feeling good and blessed and just enjoying life at the moment|,unknown
|Still iN  
But very hard|,unknown
still in,unknown
|STILL IN, I AIN'T GONNA FAIL TWICE|,unknown
|Still IN. Struggling, but still in.|,unknown
To Bronze and beyond. Still IN!,unknown
Still in,unknown
|Still IN, Tomorrow is the end of the 1st week gentlemen, Keep it up!|,unknown
still here💪🌺💪,unknown
Still IN,unknown
Still in. Barely.,unknown
|STILL IN, recovering from aot|,unknown
still in,unknown
STILL in!,unknown
Still in!,unknown
Still In,unknown
Had sex. Sorry guys. Will continue the no fap journey though,unknown
Still in,unknown
Still in,unknown
Still IN guys urges are gone this is going really great... a little too great something is suspicious,unknown
still in o7,unknown
Still in!,unknown
Still in!,unknown
Still in,unknown
|Still In, goin strong 💪|,unknown
Still in,unknown
Still in,unknown
Still IN,unknown
Still IN,unknown
Oof. Just oof.,unknown
|Still in! This morning was a struggle though. 
THEY CANT TAKE OUT THE CHAMPION!|,unknown
Still in,unknown
Still IN,unknown
I’m Still IN,unknown
|Still IN, starting to get tough|,unknown
|Idk man, I'm too sad to even think of it.

Still in :P.|,unknown
We win these! Still in.,unknown
Ayo still in,unknown
Still in,unknown
Still in.,unknown
Still IN,unknown
|11/06 - After completing 1/6 of the challenge, after closing chapters of my life it's time to move on. 

The next big target is surviving until November 10th, but thinking day after day is the only way to go.

\- Still IN|,unknown
still in,unknown
STILL IN!! o7,unknown
STILL IN,unknown
Still in,unknown
|Still IN

Well... im sick today... ate to fast at grandma's house|,unknown
Still in,unknown
Still in,unknown
Still IN,unknown
Still in,unknown
Still IN,unknown
Still in!,unknown
Still in,unknown
Still in,unknown
Still IN o7,unknown
 STILL IN,unknown
Im still IN,unknown
